"Номер анкеты";"Форма собственности";"Название предприятия";"Подчиненность вышестоящей организации";"Представительство страны";"Почтовый адрес";"Руководитель";"Телефон";"Факс";"E_Mail";"Адрес INTERNET";"Год основания";"Количество койко-мест";"Почтовый индекс";"Дополнительные услуги и продукция";"Основная продукция и услуги";"Направление деятельности"
"0011775";"частная";"""ВЫБОР"" ФИРМА (ЗАО)";"";"";"195257, Россия, г. Санкт-Петербург, Гражданский просп., 88, корп. 4, лит. А, офис 9Н";"Трофимов Евгений Иванович";"(812) 555-41-30, 496-05-61, 590-27-68";"(812) 555-41-30, 299-36-08";"vybordent@mail.ru";"";"1993";"";"195257";"";"лечение стоматологических заболеваний; протезирование зубов; ";""
"0042535";"государственная";"""ВЫБОРГ-3"" ТУБЕРКУЛЕЗНЫЙ САНАТОРИЙ";"";"";"188904, Россия, Ленинградская обл., Выборгский р-н, п. Красный Холм";"Нечаев Иван Егорович";"(81378) 7-80-40, 7-80-32";"";"sanat3@vyborg.ru";"";"";"";"188904";"";"санаторное лечение туберкулеза; ";""
"0042536";"государственная";"""ВЫБОРГ-7"" ТУБЕРКУЛЕЗНЫЙ САНАТОРИЙ";"";"";"188907, Россия, Ленинградская обл., Выборгский р-н, п. Отрадное";"Гриненко Александр Анатольевич";"(81378) 7-90-40, 7-90-48, 2-23-87";"";"sanat7@lens.spb.ru";"";"";"";"188907";"";"санаторное лечение туберкулеза; ";""
"0027872";"государственная";"ВЫБОРГСКАЯ ДЕТСКАЯ ГОРОДСКАЯ БОЛЬНИЦА";"";"";"188800, Россия, Ленинградская обл., г. Выборг, Ленинградское шоссе, 26";"Андреева Людмила Викторовна";"(81378) 2-51-19";"(81378) 2-51-19";"";"";"";"";"188800";"";"многопрофильное медицинское обслуживание; лечение педиатрических заболеваний; ";""
"0027322";"государственная";"ВЫБОРГСКАЯ МЕЖРАЙОННАЯ БОЛЬНИЦА";"";"";"188800, Россия, Ленинградская обл., г. Выборг, ул. Октябрьская, 2";"Исмагилова Ирина Викторовна";"(81378) 3-24-19";"(81378) 2-14-10";"lenoblvgb@yandex.ru";"";"";"";"188800";"";"многопрофильное медицинское обслуживание; ";""
"0003764";"государственная";"ВЫБОРГСКАЯ РАЙОННАЯ ВЕТЕРИНАРНАЯ СТАНЦИЯ";"";"";"194156, Россия, г. Санкт-Петербург, ул. Зеленогорская, 16-а";"Толмачев Владимир Александрович";"(812) 294-16-48";"(812) 294-15-48";"";"";"1936";"";"194156";"";"ветеринарно-профилактические мероприятия; ";""
"0045700";"государственная";"ВЫБОРГСКАЯ СТАНЦИЯ СКОРОЙ МЕДИЦИНСКОЙ ПОМОЩИ";"";"";"188800, Россия, Ленинградская обл., г. Выборг, ул. Маяковского, 2";"Койдан Александр Васильевич";"(81378) 2-40-12";"(81378) 2-40-12";"";"";"";"";"188800";"";"скорая неотложная медицинская помощь; скорая реанимационная медицинская помощь; ";""
"0027879";"муниципальная";"ВЫБОРГСКАЯ СТОМАТОЛОГИЧЕСКАЯ ПОЛИКЛИНИКА";"";"";"188800, Россия, Ленинградская обл., г. Выборг, просп. Ленина, 12";"Касмин Валерий Павлович";"(81378) 3-00-25";"(81378) 3-00-25";"dentkadr@vgb.ru";"";"1999";"";"188800";"";"лечение стоматологических заболеваний; протезирование зубов; ";""
"0027877";"государственная";"ВЫБОРГСКИЙ МЕЖРАЙОННЫЙ НАРКОЛОГИЧЕСКИЙ ДИСПАНСЕР";"";"";"188800, Россия, Ленинградская обл., г. Выборг, ул. Кленовая, 2";"Панфилов Роман Владимирович";"(81378) 2-81-00";"(81378) 2-81-00";"wmnd@mail.ru";"";"";"";"188800";"";"лечение наркологических заболеваний; ";""
"0027328";"муниципальная";"ВЫБОРГСКИЙ ПРОТИВОТУБЕРКУЛЕЗНЫЙ ДИСПАНСЕР";"";"";"188800, Россия, Ленинградская обл., г. Выборг, просп. Ленина, 4";"";"(81378) 2-09-29";"";"";"";"";"";"188800";"";"лечение туберкулеза; ";""
"0027876";"государственная";"ВЫБОРГСКИЙ РОДИЛЬНЫЙ ДОМ";"";"";"188800, Россия, Ленинградская обл., г. Выборг, Ленинградское шоссе, 24/26";"Шевченко Светлана Анатольевна";"(81378) 2-36-57";"(81378) 2-36-57";"";"";"";"";"188800";"";"акушерско-медицинское обслуживание; медицинское обслуживание новорожденных; ";""
"0045691";"государственная";"ВЫРИЦКАЯ РАЙОННАЯ БОЛЬНИЦА";"";"";"188380, Россия, Ленинградская обл., Гатчинский р-н, п. Вырица, ул. Московская, 12";"Тептина Людмила Анатольевна";"(81371) 4-94-09";"(81371) 4-94-09";"";"";"";"";"188380";"";"многопрофильное медицинское обслуживание; ";""
"0002435";"информация не предоставлена";"ГАТЧИНСКАЯ УЗЛОВАЯ БОЛЬНИЦА";"ОКТЯБРЬСКАЯ Ж.Д.";"";"188350, Россия, Ленинградская обл., г. Гатчина, ул. Достоевского, 8";"";"(81371) 2-20-61";"";"";"";"";"";"188350";"";"многопрофильное медицинское обслуживание; ";""
"0027885";"муниципальная";"ГАТЧИНСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА";"";"";"188300, Россия, Ленинградская обл., г. Гатчина, ул. Рощинская, 15-а, корп. 1";"Иванов Владимир Алексеевич";"(81371) 2-26-90";"(81371) 3-28-35";"gcrkb@gtn.ru";"";"";"";"188300";"";"многопрофильное медицинское обслуживание; ";""
"0027329";"информация не предоставлена";"ГАТЧИНСКИЙ ПРОТИВОТУБЕРКУЛЕЗНЫЙ ДИСПАНСЕР";"";"";"188246, Россия, Ленинградская обл., г. Гатчина, ул. Горького, 22";"";"(81371) 2-11-23";"";"";"";"";"";"188246";"";"диагностика и лечение; лечение туберкулеза; ";""
"0027890";"государственная";"ГАТЧИНСКИЙ ПСИХОНЕВРОЛОГИЧЕСКИЙ ИНТЕРНАТ";"";"";"188300, Россия, Ленинградская обл., г. Гатчина, ул. Рощинская, 27";"";"(81371) 3-23-36, 3-86-29";"(81371) 3-92-76";"";"";"1964";"";"188300";"";"лечение психоневрологических заболеваний; ";""
"0024708";"частная";"""ГЕЛИОС ОТЕЛЬ"" ПАНСИОНАТ с ЛЕЧЕНИЕМ (ООО)";"";"";"197720, Россия, г. Санкт-Петербург, Зеленогорск, Приморское шоссе, 593";"Брусокэне Тамара Владимировна";"(812) 702-26-26";"(812) 702-26-26";"";"";"2000";"400";"197720";"услуги оздоровительных комплексов; организация и обслуживание торжественных мероприятий; услуги ресторанов; ";"санаторно-курортное обслуживание; лечебно-оздоровительные мероприятия; ";""
"0003364";"государственная";"ГЕПАТОХИРУРГИЧЕСКАЯ КЛИНИКА";"НИИ СКОРОЙ ПОМОЩИ им. И.И.ДЖАНЕЛИДЗЕ";"";"192242, Россия, г. Санкт-Петербург, ул. Будапештская, 3/5";"Сухарев Виктор Федорович";"(812) 709-60-87, 709-60-84";"(812) 709-61-00";"niisp@emergency.ru";"www.emergency.spb.ru";"1964";"30";"192242";"";"комплексное диагностическое обследование; исследования и разработки новых методов лечения; диагностика и лечение; ";""
"0000904";"государственная";"ГЕРИАТРИЧЕСКАЯ БОЛЬНИЦА №1 ВЫБОРГСКОГО АДМИНИСТРАТИВНОГО РАЙОНА";"";"";"194214, Россия, г. Санкт-Петербург, ул. Ракитовская, 29";"Хмелева Нина Николаевна";"(812) 293-45-49";"(812) 293-45-49";"";"";"2001";"60";"194214";"";"реабилитационное лечение; ";""
"0000999";"государственная";"ГЛАЗНОЙ ДИАГНОСТИЧЕСКИЙ ЦЕНТР №7";"";"";"191028, Россия, г. Санкт-Петербург, ул. Моховая, 38";"Соколов Виталий Олегович";"(812) 273-62-07, 273-25-29";"(812) 273-25-29";"gglazdkc@zdrav.spb.ru";"";"1966";"";"191028";"";"лечение офтальмологических заболеваний; глазное протезирование; ";""
"0000886";"государственная";"ГОРОДСКАЯ БОЛЬНИЦА №14";"";"";"198099, Россия, г. Санкт-Петербург, ул. Косинова, 19";"Кононыхин Игорь Николаевич";"(812) 747-90-90, 786-76-76, 747-19-90, 786-74-74";"(812) 786-87-39, 747-19-91";"b14@zdrav.spb.ru; bolniza14@yndex.ru";"";"1932";"300";"198099";"";"многопрофильное медицинское обслуживание; хирургия; ";""
"0005114";"государственная";"ГОРОДСКАЯ БОЛЬНИЦА №20";"";"";"196135, Россия, г. Санкт-Петербург, ул. Гастелло, 21";"Суровцева Татьяна Викторовна";"(812) 708-46-79, 708-40-24";"(812) 373-70-10";"hospital20@gmail.com; gb20@zdrav.spb.ru";"";"1958";"385";"196135";"";"многопрофильное медицинское обслуживание; ";""
"0046968";"государственная";"ГОРОДСКАЯ БОЛЬНИЦА №23";"";"";"192148, Россия, г. Санкт-Петербург, просп. Елизарова, 32";"";"(812) 365-04-30";"(812) 365-24-63";"b23@zdrav.spb.ru";"";"";"";"192148";"";"многопрофильное медицинское обслуживание; ";""
"0000891";"государственная";"ГОРОДСКАЯ БОЛЬНИЦА №26";"";"";"196247, Россия, г. Санкт-Петербург, ул. Костюшко, 2";"Железняк Елена Семеновна";"(812) 723-39-42";"(812) 723-32-24";"info@hospital.spb.com; b26@zdrav.spb.ru";"www.hospital26.spb.com";"1975";"1300";"196247";"";"многопрофильное медицинское обслуживание; ";""
"0000896";"государственная";"ГОРОДСКАЯ БОЛЬНИЦА №32";"";"";"191180, Россия, г. Санкт-Петербург, Лазаретный пер., 4";"Волчков Владимир Анатольевич";"(812) 764-77-83, 713-52-12, 713-52-29, 315-07-15";"(812) 764-77-83";"b32@zdrav.sp.ru";"";"1952";"230";"191180";"";"лечение сердечно-сосудистых заболеваний; лечение бронхо-легочных заболеваний; ";""
"0000897";"государственная";"ГОРОДСКАЯ БОЛЬНИЦА №33";"";"";"196653, Россия, г. Санкт-Петербург, Колпино, ул. Павловская, 16, лит. А";"Махсатов Камолиддин Артыкович";"(812) 461-72-22, 461-62-12, 461-71-87, 461-63-41";"(812) 461-64-72";"b33@zdrav.spb.ru";"www.gb33spb.narod.ru";"1713";"600";"196653";"";"многопрофильное медицинское обслуживание; ";""
