"Номер анкеты";"Форма собственности";"Название предприятия";"Подчиненность вышестоящей организации";"Представительство страны";"Почтовый адрес";"Руководитель";"Телефон";"Факс";"E_Mail";"Адрес INTERNET";"Год основания";"Количество койко-мест";"Почтовый индекс";"Дополнительные услуги и продукция";"Основная продукция и услуги";"Направление деятельности"
"0037038";"государственная";"БАГРАТИОНОВСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА";"";"";"238420, Россия, Калининградская обл., г. Багратионовск, ул. Иркутско-Пинской дивизии, 24";"Халиуллин Наиль Исмаилович";"(40156) 3-29-32";"";"bagrationovsk-crb@infomed39.ru; muzbcrb@mail.ru";"bcrb39.ru";"";"";"238420";"";"многопрофильное медицинское обслуживание; ";""
"0005093";"федеральная";"БАКТЕРИОЛОГИЧЕСКАЯ ЛАБОРАТОРИЯ";"САНКТ-ПЕТЕРБУРГСКИЙ ФИЛИАЛ ЦЕНТРА ГИГИЕНЫ и ЭПИДЕМИОЛОГИИ №4";"";"199178, Россия, г. Санкт-Петербург, Васильевский о-в, 17-я линия, 16";"Богданов Халим Усманович";"(812) 273-31-05, 273-59-52";"(812) 273-59-52";"";"";"2005";"";"199178";"";"микробиологические исследования в целях санитарного надзора; ";""
"0037136";"информация не предоставлена";"БАКТЕРИОЛОГИЧЕСКАЯ ЛАБОРАТОРИЯ";"ИНФЕКЦИОННАЯ БОЛЬНИЦА";"";"236016, Россия, г. Калининград, ул. Ярославская, 4";"";"(4012) 46-62-26";"";"";"";"";"";"236016";"";"диагностика и лечение; ";""
"0045370";"государственная";"БАЛТИЙСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА";"";"";"238520, Россия, Калининградская обл., г. Балтийск, ул. Чехова, 11";"Пикалов Владимир Михайлович";"(40145) 3-23-35";"";"baltiysk-crb@infomed39.ru; cgbbgo@kgdttk.ru";"baltiyskcrb.ru";"";"";"238520";"";"многопрофильное медицинское обслуживание; ";""
"0028424";"частная";"БАЛТИЙСКИЙ ИНСТИТУТ КРАСОТЫ и ЗДОРОВЬЯ (ООО)";"";"";"236040, Россия, г. Калининград, ул. Генерала Галицкого, 35";"Ходырев Виталий Анатольевич";"(4012) 46-68-44, 46-08-95";"(4012) 46-08-95";"mfo@bbimed.ru";"www.bbimed.ru";"2000";"";"236040";"";"косметологическое лечебное обслуживание; массаж; ";""
"0037219";"информация не предоставлена";"""БАЛТИК-ОПТИК"" ПУНКТ СЛУХОПРОТЕЗИРОВАНИЯ";"";"";"236000, Россия, г. Калининград, ул. Чайковского, 2";"";"(4012) 27-24-85";"";"";"";"";"";"236000";"";"слухопротезирование; ";""
"0037486";"частная";"""БАРЧЕНКОВА Л.В."" ЧАСТНОЕ ПРЕДПРИЯТИЕ";"";"";"160000, Россия, г. Вологда, ул. Лечебная, 17";"";"(8172) 23-35-10";"";"";"";"";"";"160000";"";"медицинское обслуживание; ";""
"0008593";"муниципальная";"БАТЕЦКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА";"";"";"175000, Россия, Новгородская обл., п. Батецкий, ул. Советская, 10";"";"(81661) 2-22-12, 2-22-08";"(81661) 2-22-12";"belav85@yandex.ru";"";"1959";"";"175000";"";"многопрофильное медицинское обслуживание; ";""
"0017626";"муниципальная";"БЕЖАНИЦКАЯ БОЛЬНИЦА";"КОМИТЕТ ЗДРАВООХРАНЕНИЯ АДМИНИСТРАЦИИ ПСКОВСКОЙ ОБЛАСТИ";"";"182840, Россия, Псковская обл., п. Бежаницы, ул. Советская, 55";"";"(81141) 2-26-33, 2-26-75";"(81141) 2-26-33";"beg-rb@ellink.ru";"";"";"";"182840";"";"многопрофильное медицинское обслуживание; ";""
"0035980";"частная";"""БЕЛИМПЕКС"" ООО";"";"";"186500, Республика Карелия, г. Беломорск, ул. Первомайская, 14, офис 51";"Семенова Валентина Николаевна";"(81437) 5-28-96";"(81437) 5-28-96";"";"";"1993";"";"186500";"";"многопрофильное медицинское обслуживание; ";""
"0037566";"информация не предоставлена";"БЕЛОЗЕРСКАЯ ЛИНЕЙНАЯ БОЛЬНИЦА";"";"";"161211, Россия, Вологодская обл., г. Белозерск, наб., 49";"";"(81756) 2-10-13";"";"";"";"";"";"161211";"";"многопрофильное медицинское обслуживание; ";""
"0028499";"муниципальная";"БЕЛОЗЕРСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА";"";"";"161200, Россия, Вологодская обл., г. Белозерск, ул. К.Маркса, 1";"Ефремов Игорь Валерьевич";"(81756) 2-11-61";"";"bpu3@mail.ru";"belozersk.volmed.org.ru";"";"";"161200";"";"многопрофильное медицинское обслуживание; ";""
"0001950";"муниципальная";"БЕЛОМОРСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА";"";"";"186500, Республика Карелия, г. Беломорск, ул. Мерецкова, 6";"Шейнова Елена Витальевна";"(81437) 5-13-41, 5-25-53";"(81437) 5-23-51";"glavvrach_crb@mail.ru";"";"1991";"200";"186500";"";"многопрофильное медицинское обслуживание; ";""
"0003794";"частная";"""БЕЛОМОРЬЕ"" БАЗОВЫЙ САНАТОРИЙ";"";"";"163000, Россия, г. Архангельск, Троицкий просп., 39, офис 19";"Агафонова Елена Юрьевна";"(8182) 20-85-47; (909) 556-85-47";"(8182) 20-85-47";"belomor@atnet.ru";"www.belomorye.ru";"";"";"163000";"";"санаторно-курортное обслуживание; ";""
"0015749";"смешанная";"""БЕЛЫЕ КЛЮЧИ"" САНАТОРИЙ";"";"";"185034, Республика Карелия, г. Петрозаводск, ул. Судостроительная, 30";"Бутаковская Нина Владиславовна";"(8142) 52-59-19, 52-59-19";"(8142) 52-58-38";"almira@onego.ru";"www.whitesprings.ru";"";"";"185034";"";"санаторно-курортное обслуживание; грязелечение; бальнеотерапия; ";""
"0001631";"государственная";"""БЕЛЫЕ НОЧИ"" ОБЩЕОЗДОРОВИТЕЛЬНЫЙ САНАТОРИЙ";"";"";"197701, Россия, г. Санкт-Петербург, Сестрорецк, Приморское шоссе, 38-й км, 2";"Бойков Александр Николаевич";"(812) 437-31-93, 437-21-36";"(812) 437-36-32";"sel@white-nights.ru";"www.white-nights.ru";"1988";"240";"197701";"";"санаторно-курортное обслуживание; ";""
"0001632";"информация не предоставлена";"""БЕРЕЗКА"" ДЕТСКИЙ САНАТОРИЙ";"";"";"188230, Россия, Ленинградская обл., Гатчинский р-н, п. Сиверская, ул. Комсомольская, 13";"Солохин Юрий Владимирович";"(81371) 9-22-12";"";"sankezevo@zdrav.spb.ru";"";"";"";"188230";"";"санаторно-курортное обслуживание; ";""
"0037575";"частная";"""БЕХТЕРЕВ"" МЕДИЦИНСКИЙ ЦЕНТР (ООО)";"";"";"173001, Россия, г. Великий Новгород, ул. Яковлева, 18";"Руднев Валерий Владимирович";"(8162) 33-32-67";"";"";"";"1997";"";"173001";"";"многопрофильное медицинское обслуживание; ";""
"0013109";"частная";"""БИОКОР"" МЕДИЦИНСКАЯ КОМПАНИЯ (ООО)";"";"";"163061, Россия, г. Архангельск, просп. Ломоносова, 249";"Добродеева Лилия Константиновна";"(8182) 65-27-84, 21-00-38";"(8182) 20-73-64";"";"";"2000";"";"163061";"";"многопрофильное медицинское обслуживание; комплексное диагностическое обследование; исследования и разработки новых методов лечения; ";""
"0037107";"частная";"""БИОЛАЗ"" ДИАГНОСТИЧЕСКИЙ ЦЕНТР (ООО)";"";"";"236016, Россия, г. Калининград, ул. Фрунзе, 105";"Гребенюк Елена Юрьевна";"(4012) 34-99-99, 50-94-05";"(4012) 34-99-99";"elena-biolaz@mail.ru";"";"2003";"";"236016";"";"комплексное диагностическое обследование; ";""
"0037023";"информация не предоставлена";"""БИОРОСТ"" НАУЧНО-МЕДИЦИНСКИЙ ЦЕНТР";"";"";"236000, Россия, г. Калининград, ул. Гостиная, 5";"";"(4012) 22-84-16";"";"";"";"";"";"236000";"";"медицинское обслуживание; ";""
"0000994";"государственная";"""БИОСВЯЗЬ"" ЦЕНТР ВОССТАНОВИТЕЛЬНОЙ МЕДИЦИНЫ и РЕАБИЛИТАЦИИ №3";"";"";"195269, Россия, г. Санкт-Петербург, ул. Брянцева, 5, корп. 2, лит. А";"Лохова Любовь Алиевна";"(812) 596-49-27, 290-00-71";"(812) 290-00-71";"brcbiosviaz@zdrav.spb.ru";"";"1991";"";"195269";"";"реабилитационное лечение; ";""
"0033454";"частная";"""БЛЕСК"" ООО";"";"";"185003, Республика Карелия, г. Петрозаводск, просп. А.Невского, 57";"Полынкина Эльвира Васильевна";"(8142) 57-57-07";"(8142) 57-57-07";"polgenblesk@yandex.ru";"";"2008";"";"185003";"";"лечение стоматологических заболеваний; ";""
"0013360";"смешанная";"""БОДРОСТЬ ПЛЮС"" САНАТОРИЙ";"КОМПАНИЯ ""БОДРОСТЬ"" (ОАО)";"";"160000, Россия, г. Вологда, ул. Возрождения, 9";"";"(8172) 21-09-49, 21-09-69, 21-07-19, 21-08-08, 21-09-69";"(8172) 21-09-69, 21-07-09";"";"";"";"";"160000";"";"санаторно-курортное обслуживание; лечебно-оздоровительные мероприятия; ";""
"0021193";"акционерная";"""БОДРОСТЬ"" МЕДИЦИНСКИЙ ЦЕНТР (ОАО)";"";"";"160034, Россия, г. Вологда, ул. Возрождения, 9";"Маштавова Людмила Борисовна";"(8172) 51-09-49, 51-07-09, 51-09-69";"(8172) 51-09-69";"bodrost@vologda.ru";"www.bodrost-vologda.ru";"1995";"";"160034";"";"лечение стоматологических заболеваний; лечение онкологических заболеваний; лечение эндокринологических заболеваний; лечение урологических заболеваний; лечение сердечно-сосудистых заболеваний; лечение психоневрологических заболеваний; УЗИ-диагностика; лечение гинекологических заболеваний; гирудотерапия; лечение кожных заболеваний; ";""
"0045678";"государственная";"БОКСИТОГОРСКАЯ МЕЖРАЙОННАЯ БОЛЬНИЦА";"";"";"187650, Россия, Ленинградская обл., г. Бокситогорск, ул. Комсомольская, 23";"Баскаков Аркадий Валентинович";"(81366) 2-10-88";"(81366) 2-15-56";"med4701@lens.spb.ru";"";"";"";"187650";"";"многопрофильное медицинское обслуживание; ";""
"0045679";"государственная";"БОКСИТОГОРСКАЯ СТОМАТОЛОГИЧЕСКАЯ ПОЛИКЛИНИКА";"";"";"187650, Россия, Ленинградская обл., г. Бокситогорск, ул. Октябрьская, 1";"Лушкина Людмила Ивановна";"(81366) 2-18-51";"(81366) 2-18-51";"";"";"";"";"187650";"";"лечение стоматологических заболеваний; ";""
"0007483";"муниципальная";"БОЛЬНИЦА ВОССТАНОВИТЕЛЬНОГО ЛЕЧЕНИЯ №2";"";"";"236010, Россия, г. Калининград, Каштановая аллея, 156";"Дадьянов Долат-Гирей Анатольевич";"(4012) 27-32-67, 21-92-26";"";"";"";"1961";"";"236010";"";"многопрофильное медицинское обслуживание; переливание крови; ";""
